Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity,Days_Since_Last_Booking,Total_Spend
1576,1,77.03,Massage,Decent quality. Probably would try again.,2024-02-28,16,63.67
1498,13,349.8,Massage,Standard massage experience. Nothing to complain about.,2023-06-03,286,4946.04
1495,14,191.87,Wellness Package,I was not impressed. Expected much more for the price.,2023-06-19,270,2534.23
1012,12,297.07,Couples Massage,The booking process was seamless and the service was top-notch.,2024-02-19,25,3252.47
1434,6,263.55,Facial,Five stars all around. The experience was flawless.,2023-06-27,262,1555.03
1044,12,215.62,Wellness Package,Therapist arrived on time and was extremely professional.,2024-02-28,16,2360.54
1043,10,391.15,Massage,Perfect way to unwind after a long week. Thank you Blys!,2024-03-14,1,4031.82
1168,2,67.2,Massage,Poor communication and the quality was below average.,2024-02-08,36,152.41
1704,1,121.04,Massage,Fair service. The app worked well for booking.,2024-02-25,19,144.53
1614,1,80.96,Massage,Best massage I've ever had. Will definitely rebook.,2024-03-05,10,73.07
1413,5,132.96,Wellness Package,The experience did not match the website description at all.,2023-04-03,347,709.63
1179,3,89.64,Manicure,Such a convenient and luxurious experience. Love it!,2024-02-18,26,253.97
1531,6,189.23,Facial,I was not impressed. Expected much more for the price.,2023-05-12,308,942.63
1540,7,248.99,Wellness Package,The experience did not match the website description at all.,2023-03-19,362,1775.61
1178,2,133.82,Manicure,Absolutely loved it! The therapist was amazing.,2024-01-19,56,263.32
1666,2,114.53,Massage,My facial left my skin glowing. Absolutely fantastic!,2024-03-02,13,225.31
1767,2,44.39,Massage,Poor communication and the quality was below average.,2023-09-03,194,98.65
1258,2,90.51,Manicure,The service was rushed and I felt like just another number.,2024-01-28,47,188.3
1766,1,50.17,Facial,The therapist was late and seemed unprepared.,2023-05-05,315,51.65
1544,8,353.65,Facial,Okay experience. Not the best I've had but not the worst.,2023-10-01,166,3153.73
1016,10,296.14,Massage,Perfect way to unwind after a long week. Thank you Blys!,2024-02-22,22,3420.08
1004,19,304.68,Massage,My therapist was incredibly professional and skilled.,2024-02-15,29,5631.33
1336,2,63.4,Massage,Best massage I've ever had. Will definitely rebook.,2024-02-21,23,129.55
1257,3,61.25,Manicure,Therapist arrived on time and was extremely professional.,2024-01-14,61,188.94
1581,1,83.06,Massage,Reasonable service for the price. Would consider rebooking.,2024-03-07,8,86.37
1446,13,274.61,Facial,Such a convenient and luxurious experience. Love it!,2023-07-06,253,3855.57
1339,3,86.55,Facial,My facial left my skin glowing. Absolutely fantastic!,2024-01-07,68,279.97
1479,14,170.12,Wellness Package,Good experience overall. Average pricing.,2023-03-25,356,2840.54
1418,13,276.18,Wellness Package,The therapist was late and seemed unprepared.,2023-09-01,196,3489.71
1639,1,161.98,Massage,Okay experience. Not the best I've had but not the worst.,2024-03-14,1,144.94
1715,1,139.86,Manicure,The therapist was late and seemed unprepared.,2024-03-13,2,149.02
1325,3,67.32,Facial,Exceeded my expectations. The therapist really listened to my needs.,2024-01-06,69,169.24
1458,13,330.71,Wellness Package,My skin reacted badly to the products used. No follow-up from support.,2023-09-08,189,4999.49
1010,9,314.39,Massage,The therapist was nice enough. Service was adequate.,2024-03-13,2,2710.84
1250,4,72.39,Massage,Such a convenient and luxurious experience. Love it!,2024-02-28,16,245.89
1023,16,225.65,Wellness Package,Okay experience. Not the best I've had but not the worst.,2024-02-19,25,4069.66
1222,3,99.82,Massage,This has become my monthly self-care ritual. Can't live without it!,2024-02-27,17,335.01
1548,9,313.73,Wellness Package,My facial left my skin glowing. Absolutely fantastic!,2023-11-29,107,3190.34
1691,2,135.77,Massage,Five stars all around. The experience was flawless.,2024-03-13,2,223.95
1785,2,69.08,Massage,Therapist cancelled last minute. Very frustrating.,2023-05-04,316,151.69
1627,2,172.27,Wellness Package,Good experience overall. Average pricing.,2024-03-09,6,327.25
1341,4,138.08,Facial,Decent quality. Probably would try again.,2024-01-03,72,565.9
1672,1,98.2,Facial,Absolutely loved it! The therapist was amazing.,2024-03-02,13,99.44
1204,2,54.45,Facial,Not worth the price. I've had better at half the cost.,2024-02-02,42,90.44
1238,3,96.2,Facial,Incredible value for the quality of service provided.,2023-12-31,75,239.21
1094,15,378.9,Couples Massage,Perfect way to unwind after a long week. Thank you Blys!,2024-02-17,27,4649.6
1532,13,142.22,Facial,I've tried many services but this was by far the best.,2023-08-31,197,1817.82
1363,3,62.28,Manicure,The service was rushed and I felt like just another number.,2024-02-25,19,220.15
1545,10,293.18,Facial,Standard massage experience. Nothing to complain about.,2023-06-21,268,3249.31
1285,2,94.32,Massage,Incredible value for the quality of service provided.,2024-01-17,58,175.38
1185,3,101.15,Facial,The booking process was seamless and the service was top-notch.,2024-01-02,73,343.37
1650,2,129.5,Manicure,This has become my monthly self-care ritual. Can't live without it!,2024-03-12,3,237.69
1397,4,86.91,Manicure,Booking process was confusing and the service was mediocre.,2024-02-21,23,371.17
1154,15,281.99,Couples Massage,Wonderful experience from start to finish. Highly recommend!,2024-03-14,1,3908.27
1076,11,153.02,Couples Massage,I've tried many services but this was by far the best.,2024-03-06,9,1916.95
1454,8,192.57,Wellness Package,Such a convenient and luxurious experience. Love it!,2023-11-25,111,1579.56
1696,1,88.5,Couples Massage,"Amazing service, felt so relaxed afterwards. 10/10!",2024-03-11,4,95.36
1278,4,79.98,Massage,This has become my monthly self-care ritual. Can't live without it!,2024-01-06,69,331.0
1069,19,210.31,Couples Massage,Absolutely loved it! The therapist was amazing.,2024-02-15,29,3347.67
1515,5,144.99,Wellness Package,Okay experience. Not the best I've had but not the worst.,2023-07-01,258,636.58
1189,3,83.07,Manicure,Poor communication and the quality was below average.,2024-02-17,27,252.09
1272,2,93.63,Massage,Booking process was confusing and the service was mediocre.,2023-12-17,89,159.04
1237,4,33.39,Facial,It was a satisfactory experience. Nothing memorable.,2024-01-05,70,158.93
1089,8,319.97,Couples Massage,The therapist was late and seemed unprepared.,2024-02-19,25,2984.94
1763,2,64.58,Massage,Such a convenient and luxurious experience. Love it!,2023-01-10,430,137.76
1118,8,189.29,Couples Massage,Incredible value for the quality of service provided.,2024-02-18,26,1535.72
1126,11,219.16,Massage,The booking process was seamless and the service was top-notch.,2024-02-29,15,2610.59
1661,2,94.57,Wellness Package,Best massage I've ever had. Will definitely rebook.,2024-02-29,15,162.23
1290,3,125.23,Massage,Standard massage experience. Nothing to complain about.,2023-12-27,79,427.09
1239,2,125.8,Manicure,My go-to for wellness. Never been disappointed once.,2024-01-24,51,236.09
1001,14,357.29,Couples Massage,My therapist was incredibly professional and skilled.,2024-02-23,21,4313.81
1792,1,101.11,Massage,The therapist was nice enough. Service was adequate.,2023-05-12,308,94.13
1603,2,128.91,Manicure,Okay experience. Not the best I've had but not the worst.,2024-03-01,14,212.51
1795,1,42.05,Massage,Booking process was confusing and the service was mediocre.,2023-09-03,194,40.16
1466,6,209.65,Massage,Booking process was confusing and the service was mediocre.,2023-03-28,353,1334.2
1279,4,147.87,Facial,Fair service. The app worked well for booking.,2024-02-08,36,478.78
1625,1,158.7,Wellness Package,Five stars all around. The experience was flawless.,2024-03-09,6,181.22
1117,13,271.0,Massage,My therapist was incredibly professional and skilled.,2024-03-10,5,3075.27
1229,3,119.65,Facial,My go-to for wellness. Never been disappointed once.,2024-01-31,44,291.93
1757,1,88.83,Facial,My therapist was incredibly professional and skilled.,2022-12-21,450,92.75
1421,10,267.48,Massage,The booking process was seamless and the service was top-notch.,2023-07-14,245,2600.47
1435,10,305.85,Massage,Absolutely loved it! The therapist was amazing.,2023-11-27,109,3017.86
1275,4,134.69,Massage,"It was okay, nothing special but decent service.",2024-02-21,23,602.06
1319,2,74.06,Facial,Too expensive for what you get. Disappointing.,2024-02-19,25,176.01
1552,8,191.61,Massage,Okay experience. Not the best I've had but not the worst.,2023-06-04,285,1793.2
1145,15,273.43,Wellness Package,The booking process was seamless and the service was top-notch.,2024-02-16,28,4253.96
1649,1,88.87,Couples Massage,The service was fine. Met my basic expectations.,2024-03-05,10,103.26
1736,1,61.35,Facial,The service was rushed and I felt like just another number.,2022-12-25,446,64.73
1727,1,54.94,Massage,My go-to for wellness. Never been disappointed once.,2023-05-12,308,50.87
1586,2,58.43,Facial,Perfect way to unwind after a long week. Thank you Blys!,2024-02-29,15,131.9
1370,4,124.53,Massage,My go-to for wellness. Never been disappointed once.,2024-02-11,33,486.38
1269,2,114.43,Manicure,Good experience overall. Average pricing.,2024-02-15,29,201.14
1568,2,78.92,Wellness Package,Okay experience. Not the best I've had but not the worst.,2024-03-06,9,160.09
1308,4,97.98,Massage,The service was fine. Met my basic expectations.,2024-02-25,19,315.27
1311,2,30.0,Manicure,The booking process was seamless and the service was top-notch.,2024-01-09,66,54.38
1452,7,200.31,Wellness Package,Poor communication and the quality was below average.,2023-05-17,303,1227.09
1047,10,391.82,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-02-21,23,3555.34
1350,3,68.75,Manicure,"Amazing service, felt so relaxed afterwards. 10/10!",2023-12-23,83,234.46
1372,3,76.7,Massage,Decent quality. Probably would try again.,2024-01-19,56,225.28
1524,5,325.45,Facial,The service was fine. Met my basic expectations.,2023-12-12,94,1778.71
1262,3,125.91,Massage,Therapist cancelled last minute. Very frustrating.,2024-02-07,37,368.0
1196,2,120.0,Manicure,This has become my monthly self-care ritual. Can't live without it!,2023-12-21,85,287.15
1800,2,80.02,Massage,Not worth the price. I've had better at half the cost.,2023-06-07,282,190.55
1673,1,50.38,Wellness Package,"Amazing service, felt so relaxed afterwards. 10/10!",2024-02-28,16,56.98
1108,16,256.0,Massage,Wonderful experience from start to finish. Highly recommend!,2024-02-28,16,3525.68
1060,8,248.69,Massage,My go-to for wellness. Never been disappointed once.,2024-02-22,22,2160.3
1600,1,168.18,Wellness Package,Booking process was confusing and the service was mediocre.,2024-02-26,18,141.95
1440,7,170.39,Wellness Package,Poor communication and the quality was below average.,2023-08-23,205,955.7
1101,13,371.9,Wellness Package,Good experience overall. Average pricing.,2024-03-03,12,4952.55
1478,6,268.64,Wellness Package,Such a convenient and luxurious experience. Love it!,2023-11-19,117,1790.39
1719,1,145.41,Wellness Package,The service was fine. Met my basic expectations.,2024-03-14,1,165.04
1584,2,136.77,Facial,The therapist was nice enough. Service was adequate.,2024-02-29,15,288.5
1738,1,65.72,Facial,"It was okay, nothing special but decent service.",2023-07-28,231,71.77
1180,4,131.29,Manicure,Good experience overall. Average pricing.,2024-02-13,31,619.74
1305,2,49.3,Massage,Reasonable service for the price. Would consider rebooking.,2024-02-14,30,81.34
1430,14,135.11,Massage,Reasonable service for the price. Would consider rebooking.,2023-11-26,110,2244.44
1508,14,172.44,Wellness Package,I've tried many services but this was by far the best.,2023-06-10,279,2721.27
1771,2,97.56,Facial,Wonderful experience from start to finish. Highly recommend!,2023-05-04,316,188.52
1150,14,211.92,Couples Massage,My go-to for wellness. Never been disappointed once.,2024-03-13,2,3463.48
1125,17,210.06,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-02-22,22,3872.35
1635,2,150.32,Wellness Package,Okay experience. Not the best I've had but not the worst.,2024-03-07,8,267.78
1698,2,152.28,Wellness Package,My facial left my skin glowing. Absolutely fantastic!,2024-03-10,5,344.44
1186,4,65.57,Manicure,The experience did not match the website description at all.,2024-01-01,74,260.29
1542,9,146.26,Massage,I was not impressed. Expected much more for the price.,2023-05-28,292,1294.72
1051,17,356.91,Couples Massage,My facial left my skin glowing. Absolutely fantastic!,2024-03-02,13,5052.0
1488,6,282.97,Facial,I was not impressed. Expected much more for the price.,2023-04-16,334,2005.39
1790,2,44.95,Facial,Not worth the price. I've had better at half the cost.,2023-01-24,416,81.04
1486,12,292.52,Massage,Incredible value for the quality of service provided.,2023-09-18,179,3541.89
1322,4,47.15,Manicure,It was a satisfactory experience. Nothing memorable.,2023-12-24,82,209.32
1354,3,61.15,Facial,The service was rushed and I felt like just another number.,2024-02-23,21,164.88
1740,2,112.88,Facial,The therapist was late and seemed unprepared.,2022-12-23,448,249.83
1143,11,346.77,Wellness Package,Five stars all around. The experience was flawless.,2024-03-05,10,3574.2
1371,3,75.64,Manicure,My facial left my skin glowing. Absolutely fantastic!,2023-12-20,86,253.96
1142,19,380.56,Wellness Package,Such a convenient and luxurious experience. Love it!,2024-02-17,27,7638.88
1400,2,102.63,Facial,Exceeded my expectations. The therapist really listened to my needs.,2024-02-26,18,219.75
1264,2,41.97,Manicure,My facial left my skin glowing. Absolutely fantastic!,2024-01-26,49,74.78
1321,3,66.41,Facial,Decent quality. Probably would try again.,2024-02-05,39,237.16
1020,18,209.48,Wellness Package,My therapist was incredibly professional and skilled.,2024-03-02,13,3132.62
1173,2,67.45,Facial,Wonderful experience from start to finish. Highly recommend!,2024-01-07,68,147.74
1654,1,133.02,Manicure,Overpriced and underwhelming. Won't be coming back.,2024-03-09,6,142.71
1313,4,63.19,Facial,My facial left my skin glowing. Absolutely fantastic!,2024-02-09,35,298.89
1391,2,103.37,Facial,Perfect way to unwind after a long week. Thank you Blys!,2024-02-11,33,237.57
1746,2,93.29,Facial,I was not impressed. Expected much more for the price.,2022-11-02,499,209.99
1013,16,195.93,Couples Massage,Incredible value for the quality of service provided.,2024-03-07,8,2514.83
1408,11,249.28,Facial,Overpriced and underwhelming. Won't be coming back.,2023-11-08,128,2735.0
1409,7,245.85,Wellness Package,Poor communication and the quality was below average.,2023-10-06,161,2001.54
1306,4,61.49,Facial,The booking was easy but the service felt a bit rushed.,2024-01-09,66,213.86
1355,3,64.48,Facial,The booking was easy but the service felt a bit rushed.,2023-12-22,84,159.81
1026,8,205.77,Couples Massage,My therapist was incredibly professional and skilled.,2024-03-03,12,1482.72
1598,1,164.0,Manicure,It was a satisfactory experience. Nothing memorable.,2024-03-01,14,155.57
1170,2,86.46,Massage,The therapist was nice enough. Service was adequate.,2024-02-13,31,166.37
1039,16,153.89,Couples Massage,I was not impressed. Expected much more for the price.,2024-02-22,22,2411.44
1176,2,85.86,Facial,Such a convenient and luxurious experience. Love it!,2024-01-25,50,174.46
1246,2,47.91,Facial,Incredible value for the quality of service provided.,2024-01-30,45,85.7
1299,2,151.57,Facial,Exceeded my expectations. The therapist really listened to my needs.,2024-01-07,68,343.07
1669,2,150.58,Massage,Would not recommend. The whole experience felt unprofessional.,2024-02-29,15,314.75
1417,7,220.44,Massage,The booking process was seamless and the service was top-notch.,2023-05-18,302,1733.2
1549,14,125.42,Facial,Therapist arrived on time and was extremely professional.,2023-10-17,150,1734.48
1273,4,77.74,Manicure,I was not impressed. Expected much more for the price.,2024-01-19,56,271.81
1612,2,89.56,Couples Massage,I've tried many services but this was by far the best.,2024-03-05,10,148.66
1155,10,200.75,Couples Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-02-15,29,2107.86
1127,13,294.32,Couples Massage,This has become my monthly self-care ritual. Can't live without it!,2024-03-04,11,3969.84
1450,12,197.34,Facial,Not bad. The therapist was competent but not exceptional.,2023-05-16,304,2774.66
1572,1,191.92,Couples Massage,"It was okay, nothing special but decent service.",2024-02-26,18,182.36
1342,3,85.28,Facial,Wonderful experience from start to finish. Highly recommend!,2024-01-31,44,287.05
1431,7,162.87,Massage,"It was okay, nothing special but decent service.",2023-03-19,362,1247.07
1288,4,75.9,Facial,Best massage I've ever had. Will definitely rebook.,2024-01-06,69,307.95
1114,11,199.02,Couples Massage,Five stars all around. The experience was flawless.,2024-02-20,24,2175.67
1500,14,339.66,Wellness Package,The experience did not match the website description at all.,2023-08-07,221,5369.92
1174,4,67.57,Massage,The booking was easy but the service felt a bit rushed.,2024-02-09,35,306.72
1360,2,71.97,Manicure,Therapist arrived on time and was extremely professional.,2024-01-28,47,123.86
1483,6,205.99,Facial,The therapist was nice enough. Service was adequate.,2023-10-16,151,1387.7
1058,10,355.13,Couples Massage,Therapist arrived on time and was extremely professional.,2024-02-25,19,3464.61
1553,14,222.91,Wellness Package,Booking process was confusing and the service was mediocre.,2023-10-26,141,3585.9
1223,3,91.82,Facial,Reasonable service for the price. Would consider rebooking.,2023-12-21,85,234.16
1281,2,72.72,Manicure,Therapist arrived on time and was extremely professional.,2024-01-22,53,158.5
1018,16,338.71,Wellness Package,I've tried many services but this was by far the best.,2024-02-18,26,4390.59
1128,15,165.44,Massage,Incredible value for the quality of service provided.,2024-02-21,23,2530.16
1323,3,78.85,Manicure,Would not recommend. The whole experience felt unprofessional.,2024-01-25,50,216.95
1256,3,55.72,Massage,Therapist cancelled last minute. Very frustrating.,2023-12-27,79,189.77
1539,9,306.26,Massage,Reasonable service for the price. Would consider rebooking.,2023-09-15,182,2770.37
1471,8,130.35,Facial,My skin reacted badly to the products used. No follow-up from support.,2023-06-12,277,1000.11
1599,1,102.17,Wellness Package,This has become my monthly self-care ritual. Can't live without it!,2024-03-09,6,105.98
1469,9,282.63,Massage,Exceeded my expectations. The therapist really listened to my needs.,2023-04-03,347,2054.6
1769,2,33.23,Massage,Therapist cancelled last minute. Very frustrating.,2022-12-13,458,79.47
1191,2,91.6,Massage,Incredible value for the quality of service provided.,2024-02-20,24,153.28
1116,14,279.83,Wellness Package,Not bad. The therapist was competent but not exceptional.,2024-02-29,15,3181.85
1517,11,243.6,Wellness Package,Too expensive for what you get. Disappointing.,2023-09-08,189,2986.37
1710,2,136.81,Manicure,My therapist was incredibly professional and skilled.,2024-03-09,6,234.59
1536,13,136.72,Massage,Decent quality. Probably would try again.,2023-10-10,157,2087.52
1095,8,349.51,Wellness Package,My go-to for wellness. Never been disappointed once.,2024-03-04,11,2901.36
1181,4,75.34,Massage,I was not impressed. Expected much more for the price.,2023-12-22,84,359.29
1302,2,58.21,Manicure,Exceeded my expectations. The therapist really listened to my needs.,2024-02-24,20,93.15
1617,1,106.84,Wellness Package,"Amazing service, felt so relaxed afterwards. 10/10!",2024-03-12,3,85.61
1582,2,153.82,Wellness Package,The couples massage was the perfect anniversary gift.,2024-03-03,12,337.88
1591,2,158.64,Facial,Poor communication and the quality was below average.,2024-03-09,6,265.87
1732,2,70.74,Facial,Overpriced and underwhelming. Won't be coming back.,2022-12-17,454,154.51
1559,10,307.18,Massage,Poor communication and the quality was below average.,2023-05-22,298,2966.38
1709,1,112.44,Manicure,Therapist arrived on time and was extremely professional.,2024-03-13,2,124.4
1543,14,231.55,Facial,Reasonable service for the price. Would consider rebooking.,2023-08-01,227,3740.88
1006,16,159.15,Couples Massage,Wonderful experience from start to finish. Highly recommend!,2024-02-25,19,2730.05
1786,1,82.49,Facial,Would not recommend. The whole experience felt unprofessional.,2023-05-29,291,70.3
1046,16,391.13,Couples Massage,The experience did not match the website description at all.,2024-02-15,29,6078.31
1726,1,92.09,Facial,The couples massage was the perfect anniversary gift.,2023-05-08,312,92.62
1158,14,333.01,Couples Massage,Best massage I've ever had. Will definitely rebook.,2024-03-05,10,4234.61
1606,2,183.04,Manicure,I've tried many services but this was by far the best.,2024-03-04,11,379.67
1172,2,86.86,Facial,Not worth the price. I've had better at half the cost.,2023-12-21,85,178.81
1017,12,399.94,Couples Massage,Incredible value for the quality of service provided.,2024-02-21,23,5319.46
1512,10,172.48,Facial,Poor communication and the quality was below average.,2023-10-30,137,1584.44
1049,15,185.01,Wellness Package,I've tried many services but this was by far the best.,2024-02-17,27,2547.91
1775,1,88.22,Massage,The booking was easy but the service felt a bit rushed.,2023-04-24,326,105.6
1758,2,37.23,Facial,My skin reacted badly to the products used. No follow-up from support.,2023-01-02,438,65.21
1481,10,233.05,Wellness Package,The service was rushed and I felt like just another number.,2023-04-19,331,2507.71
1284,2,93.01,Manicure,Absolutely loved it! The therapist was amazing.,2024-01-01,74,208.37
1537,7,357.11,Massage,My go-to for wellness. Never been disappointed once.,2023-09-02,195,2739.16
1226,3,82.98,Massage,Decent quality. Probably would try again.,2024-01-23,52,228.19
1027,8,186.06,Wellness Package,Good experience overall. Average pricing.,2024-02-21,23,1356.69
1631,1,46.94,Massage,Therapist arrived on time and was extremely professional.,2024-02-27,17,43.07
1438,11,227.83,Wellness Package,The booking was easy but the service felt a bit rushed.,2023-05-28,292,2925.89
1365,3,65.81,Massage,Such a convenient and luxurious experience. Love it!,2024-01-02,73,194.21
1230,3,73.92,Facial,Fair service. The app worked well for booking.,2024-01-23,52,227.75
1038,15,319.86,Wellness Package,Not bad. The therapist was competent but not exceptional.,2024-03-12,3,4552.79
1780,2,74.72,Massage,The booking was easy but the service felt a bit rushed.,2023-08-21,207,159.93
1375,2,114.07,Manicure,This has become my monthly self-care ritual. Can't live without it!,2023-12-29,77,226.8
1470,14,124.48,Wellness Package,My skin reacted badly to the products used. No follow-up from support.,2023-08-28,200,1624.38
1772,1,30.41,Facial,The service was rushed and I felt like just another number.,2023-01-12,428,25.53
1683,2,87.83,Massage,Wonderful experience from start to finish. Highly recommend!,2024-03-14,1,170.81
1695,2,110.65,Massage,The booking was easy but the service felt a bit rushed.,2024-03-02,13,254.11
1195,2,72.24,Facial,The service was fine. Met my basic expectations.,2023-12-29,77,170.18
1685,2,108.15,Wellness Package,My go-to for wellness. Never been disappointed once.,2024-03-02,13,221.96
1694,2,154.04,Manicure,Wonderful experience from start to finish. Highly recommend!,2024-03-10,5,257.54
1504,11,148.64,Wellness Package,Such a convenient and luxurious experience. Love it!,2023-08-23,205,1586.14
1774,2,74.7,Massage,Poor communication and the quality was below average.,2022-11-21,480,147.91
1670,2,131.77,Facial,The booking process was seamless and the service was top-notch.,2024-03-12,3,248.22
1773,2,53.71,Massage,Therapist cancelled last minute. Very frustrating.,2023-04-23,327,93.63
1163,3,45.47,Massage,Reasonable service for the price. Would consider rebooking.,2024-02-28,16,158.82
1752,1,86.71,Facial,Fair service. The app worked well for booking.,2023-08-10,218,86.8
1153,12,278.24,Massage,Wonderful experience from start to finish. Highly recommend!,2024-02-24,20,3224.86
1558,11,191.27,Facial,My skin reacted badly to the products used. No follow-up from support.,2023-04-14,336,1684.85
1573,1,76.52,Couples Massage,Wonderful experience from start to finish. Highly recommend!,2024-03-01,14,72.62
1676,1,90.44,Massage,"Amazing service, felt so relaxed afterwards. 10/10!",2024-03-05,10,83.74
1112,17,307.07,Couples Massage,Five stars all around. The experience was flawless.,2024-03-06,9,4368.86
1227,2,120.56,Facial,I've tried many services but this was by far the best.,2024-01-10,65,203.02
1793,2,39.69,Massage,The experience did not match the website description at all.,2023-08-04,224,82.17
1104,18,184.79,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-03-13,2,3124.33
1422,12,317.47,Facial,Five stars all around. The experience was flawless.,2023-10-31,136,3283.09
1420,11,209.11,Facial,The service was fine. Met my basic expectations.,2023-10-30,137,1851.49
1120,9,269.82,Wellness Package,This has become my monthly self-care ritual. Can't live without it!,2024-03-07,8,2362.0
1054,17,279.52,Massage,Reasonable service for the price. Would consider rebooking.,2024-02-15,29,5396.06
1152,8,236.51,Couples Massage,Wonderful experience from start to finish. Highly recommend!,2024-03-04,11,1992.18
1404,13,195.65,Massage,Good experience overall. Average pricing.,2023-04-20,330,2668.1
1754,1,53.96,Facial,Decent quality. Probably would try again.,2023-06-23,266,50.2
1208,4,84.67,Manicure,Booking process was confusing and the service was mediocre.,2024-01-01,74,292.43
1678,2,169.66,Facial,Okay experience. Not the best I've had but not the worst.,2024-03-01,14,286.06
1619,2,95.56,Wellness Package,It was a satisfactory experience. Nothing memorable.,2024-02-26,18,203.9
1009,9,318.76,Massage,The booking process was seamless and the service was top-notch.,2024-03-05,10,2946.53
1652,2,195.31,Couples Massage,"Amazing service, felt so relaxed afterwards. 10/10!",2024-02-28,16,420.47
1037,11,381.04,Massage,The couples massage was the perfect anniversary gift.,2024-03-04,11,4921.82
1453,14,245.02,Wellness Package,Okay experience. Not the best I've had but not the worst.,2023-07-10,249,3466.34
1254,4,59.65,Manicure,I was not impressed. Expected much more for the price.,2024-01-16,59,204.58
1304,4,121.01,Massage,Such a convenient and luxurious experience. Love it!,2023-12-19,87,470.55
1607,2,147.42,Massage,Best massage I've ever had. Will definitely rebook.,2024-02-28,16,317.33
1580,2,134.13,Massage,My facial left my skin glowing. Absolutely fantastic!,2024-03-05,10,247.54
1588,1,83.07,Couples Massage,Fair service. The app worked well for booking.,2024-03-09,6,80.25
1263,3,68.94,Manicure,Okay experience. Not the best I've had but not the worst.,2024-02-09,35,196.93
1298,3,89.57,Facial,Standard massage experience. Nothing to complain about.,2024-02-05,39,276.79
1415,13,266.61,Wellness Package,Reasonable service for the price. Would consider rebooking.,2023-07-15,244,3800.02
1151,18,259.42,Massage,Best massage I've ever had. Will definitely rebook.,2024-03-08,7,4044.8
1637,1,78.6,Wellness Package,My therapist was incredibly professional and skilled.,2024-03-06,9,73.44
1713,2,58.1,Wellness Package,The couples massage was the perfect anniversary gift.,2024-03-06,9,114.59
1551,9,168.76,Massage,It was a satisfactory experience. Nothing memorable.,2023-08-30,198,1717.19
1489,12,184.25,Massage,The therapist was late and seemed unprepared.,2023-09-14,183,2335.36
1148,13,272.28,Massage,Best massage I've ever had. Will definitely rebook.,2024-03-07,8,3692.4
1147,19,234.2,Couples Massage,The booking was easy but the service felt a bit rushed.,2024-03-11,4,3781.73
1589,1,128.31,Facial,Five stars all around. The experience was flawless.,2024-03-09,6,124.67
1743,1,59.95,Massage,Therapist arrived on time and was extremely professional.,2023-04-07,343,51.94
1602,1,152.48,Massage,Exceeded my expectations. The therapist really listened to my needs.,2024-03-11,4,147.22
1349,3,97.49,Massage,Absolutely loved it! The therapist was amazing.,2024-01-10,65,344.02
1464,13,150.28,Facial,Overpriced and underwhelming. Won't be coming back.,2023-05-02,318,2205.41
1326,3,77.6,Facial,Therapist cancelled last minute. Very frustrating.,2024-02-08,36,211.74
1187,4,69.88,Massage,Fair service. The app worked well for booking.,2024-02-15,29,313.51
1124,15,332.9,Couples Massage,My facial left my skin glowing. Absolutely fantastic!,2024-02-19,25,5429.85
1684,1,97.8,Manicure,This has become my monthly self-care ritual. Can't live without it!,2024-02-25,19,112.94
1144,14,270.87,Massage,Not bad. The therapist was competent but not exceptional.,2024-03-01,14,3966.54
1764,1,49.05,Massage,The service was fine. Met my basic expectations.,2022-12-26,445,43.21
1198,2,99.88,Manicure,Too expensive for what you get. Disappointing.,2024-02-27,17,225.83
1280,4,59.89,Manicure,Not bad. The therapist was competent but not exceptional.,2024-02-20,24,216.26
1294,3,61.93,Facial,Standard massage experience. Nothing to complain about.,2024-01-26,49,207.06
1401,8,241.0,Facial,Standard massage experience. Nothing to complain about.,2023-06-06,283,1751.83
1123,14,283.91,Massage,Therapist arrived on time and was extremely professional.,2024-02-29,15,4478.85
1184,2,102.57,Massage,I was not impressed. Expected much more for the price.,2023-12-20,86,243.79
1203,3,57.9,Manicure,The service was fine. Met my basic expectations.,2024-02-25,19,142.35
1439,5,318.26,Massage,"It was okay, nothing special but decent service.",2023-06-25,264,1759.68
1247,3,102.43,Massage,Fair service. The app worked well for booking.,2024-02-29,15,301.07
1416,7,252.36,Wellness Package,Not bad. The therapist was competent but not exceptional.,2023-04-03,347,1421.49
1712,2,55.97,Wellness Package,Fair service. The app worked well for booking.,2024-02-26,18,91.57
1130,13,236.01,Wellness Package,Exceeded my expectations. The therapist really listened to my needs.,2024-02-27,17,3498.56
1403,6,194.05,Wellness Package,Standard massage experience. Nothing to complain about.,2023-08-03,225,1042.68
1633,1,135.44,Couples Massage,Good experience overall. Average pricing.,2024-02-28,16,141.68
1624,2,133.3,Wellness Package,Perfect way to unwind after a long week. Thank you Blys!,2024-03-01,14,282.04
1728,1,69.6,Massage,Not worth the price. I've had better at half the cost.,2023-07-26,233,68.04
1220,2,55.53,Facial,"It was okay, nothing special but decent service.",2024-02-05,39,120.61
1730,2,95.01,Massage,The couples massage was the perfect anniversary gift.,2023-09-10,187,175.98
1610,2,101.36,Couples Massage,The couples massage was the perfect anniversary gift.,2024-03-08,7,197.48
